bar,beat,note,chord,replaced,original_value
1,1,45,C-7,True,43
1,2,50,C-7,False,
1,3,41,C-7,True,43
1,4,50,C-7,True,45
2,1,44,Eb,True,42
2,2,48,Eb,True,48
2,3,45,Eb,True,43
2,4,50,Eb,False,
3,1,43,C-7,False,
3,2,50,C-7,True,50
3,3,44,C-7,True,43
3,4,44,C-7,True,50
4,1,47,Eb,True,42
4,2,48,Eb,True,48
4,3,44,Eb,True,43
4,4,42,Eb,False,
5,1,41,C-7,True,43
5,2,42,C-7,True,50
5,3,43,C-7,False,
5,4,50,C-7,True,50
6,1,42,Eb,True,47
6,2,42,Eb,True,42
6,3,43,Eb,False,
6,4,49,Eb,True,42
7,1,42,C-7,True,43
7,2,43,C-7,True,50
7,3,46,C-7,True,50
7,4,45,C-7,True,50
8,1,42,Eb,False,
8,2,42,Eb,True,43
8,3,44,Eb,True,50
8,4,47,Eb,True,43
9,1,48,F-,False,
9,2,42,F-,True,43
9,3,48,F-,False,
9,4,46,F-,True,48
10,1,47,Db,True,42
10,2,49,Db,True,42
10,3,42,Db,False,
10,4,48,Db,True,50
11,1,47,F-,False,
11,2,47,F-,True,43
11,3,48,F-,True,43
11,4,43,F-,False,
12,1,41,Gb7,True,43
12,2,46,Gb7,True,44
12,3,47,Gb7,True,42
12,4,43,Gb7,True,42
13,1,47,C-7,True,43
13,2,44,C-7,True,50
13,3,43,C-7,False,
13,4,50,C-7,False,
14,1,45,Eb,True,50
14,2,45,Eb,True,47
14,3,50,Eb,True,43
14,4,49,Eb,True,42
15,1,46,C-7,True,43
15,2,44,C-7,True,50
15,3,49,C-7,True,42
15,4,46,C-7,True,50
16,1,43,Eb,True,47
16,2,42,Eb,True,48
16,3,50,Eb,True,42
16,4,43,Eb,True,42
17,1,46,C-7,True,43
17,2,48,C-7,True,50
17,3,45,C-7,True,43
17,4,42,C-7,True,50
18,1,42,Eb,False,
18,2,49,Eb,True,42
18,3,47,Eb,True,43
18,4,49,Eb,True,42
19,1,47,C-7,True,43
19,2,50,C-7,False,
19,3,45,C-7,True,42
19,4,42,C-7,True,43
20,1,41,Eb,True,48
20,2,42,Eb,False,
20,3,48,Eb,True,43
20,4,42,Eb,False,
21,1,50,C-7,True,43
21,2,50,C-7,False,
21,3,49,C-7,True,44
21,4,47,C-7,True,48
22,1,42,Eb,False,
22,2,44,Eb,True,43
22,3,50,Eb,False,
22,4,44,Eb,True,47
23,1,43,C-7,True,50
23,2,44,C-7,True,43
23,3,42,C-7,True,50
23,4,47,C-7,True,50
24,1,42,Eb,False,
24,2,41,Eb,True,43
24,3,48,Eb,True,43
24,4,50,Eb,False,
25,1,46,F-,True,48
25,2,46,F-,True,44
25,3,48,F-,False,
25,4,47,F-,True,43
26,1,49,Db,True,43
26,2,45,Db,True,42
26,3,43,Db,True,49
26,4,47,Db,True,47
27,1,42,F-,True,43
27,2,42,F-,True,43
27,3,43,F-,False,
27,4,43,F-,True,48
28,1,50,Gb7,True,44
28,2,41,Gb7,True,44
28,3,42,Gb7,False,
28,4,46,Gb7,True,42
29,1,43,C-7,True,43
29,2,44,C-7,True,50
29,3,49,C-7,True,43
29,4,45,C-7,True,50
30,1,42,Eb,False,
30,2,42,Eb,False,
30,3,44,Eb,True,42
30,4,50,Eb,True,41
31,1,41,C-7,True,43
31,2,50,C-7,False,
31,3,45,C-7,True,43
31,4,50,C-7,True,50
32,1,46,Eb,True,42
32,2,44,Eb,True,44
32,3,47,Eb,True,43
32,4,47,Eb,True,42
33,1,43,C-7,False,
33,2,48,C-7,True,43
33,3,50,C-7,True,42
33,4,50,C-7,False,
34,1,47,Eb,True,42
34,2,48,Eb,False,
