bar,beat,note,chord,replaced,original_value
1,1,49,C-7,True,43
1,2,50,NC,True,43
1,3,42,NC,True,42
1,4,44,NC,True,43
2,1,48,Eb,True,48
2,2,44,Eb,True,50
2,3,49,Eb,True,50
2,4,49,Eb,True,48
3,1,42,C-7,True,43
3,2,46,C-7,True,43
3,3,38,C-7,True,42
3,4,42,C-7,True,48
4,1,49,Eb,True,43
4,2,46,Eb,True,43
4,3,38,Eb,True,43
4,4,42,Eb,True,50
5,1,47,C-7,True,43
5,2,50,C-7,True,50
5,3,44,C-7,True,43
5,4,48,C-7,True,50
6,1,38,Eb,True,42
6,2,49,Eb,True,43
6,3,49,Eb,True,43
6,4,39,Eb,True,43
7,1,48,C-7,True,43
7,2,39,C-7,True,50
7,3,39,C-7,True,50
7,4,46,C-7,True,43
8,1,49,Eb,True,43
8,2,45,Eb,True,50
8,3,50,Eb,True,43
8,4,47,Eb,True,49
9,1,44,F-,True,48
9,2,42,F-,True,42
9,3,41,F-,True,48
9,4,39,F-,True,43
10,1,43,Db,True,43
10,2,46,Db,True,42
10,3,40,Db,True,49
10,4,42,Db,True,47
11,1,40,F-,True,43
11,2,46,F-,True,43
11,3,38,F-,True,43
11,4,49,F-,True,48
12,1,39,Gb7,True,44
12,2,40,Gb7,True,44
12,3,46,Gb7,True,42
12,4,45,Gb7,True,42
13,1,43,C-7,True,43
13,2,38,C-7,True,50
13,3,44,C-7,True,43
13,4,43,C-7,True,43
14,1,50,Eb,True,47
14,2,38,Eb,True,44
14,3,39,Eb,True,43
14,4,40,Eb,True,42
15,1,46,C-7,True,43
15,2,46,C-7,True,43
15,3,46,C-7,True,43
15,4,50,C-7,True,50
16,1,39,Eb,True,42
16,2,39,Eb,True,42
16,3,41,Eb,True,43
16,4,40,Eb,True,42
17,1,47,C-7,True,43
17,2,49,C-7,True,43
17,3,41,C-7,True,50
17,4,38,C-7,True,43
18,1,49,Eb,True,37
18,2,45,Eb,True,42
18,3,48,Eb,True,50
18,4,42,Eb,True,50
19,1,38,C-7,True,43
19,2,48,C-7,True,43
19,3,38,C-7,True,50
19,4,48,C-7,True,50
20,1,43,Eb,True,50
20,2,40,Eb,True,50
20,3,41,Eb,True,50
20,4,38,Eb,True,50
21,1,49,C-7,True,43
21,2,42,C-7,True,50
21,3,49,C-7,True,42
21,4,46,C-7,True,43
22,1,42,Eb,True,42
22,2,42,Eb,True,41
22,3,47,Eb,True,41
22,4,48,Eb,True,42
23,1,40,C-7,True,43
23,2,43,C-7,True,42
23,3,49,C-7,True,43
23,4,47,C-7,True,43
24,1,41,Eb,True,43
24,2,41,Eb,True,50
24,3,41,Eb,True,42
24,4,48,Eb,True,37
25,1,41,F-,True,48
25,2,39,F-,True,43
25,3,39,F-,True,50
25,4,45,F-,True,43
26,1,48,Db,True,43
26,2,45,Db,True,42
26,3,46,Db,True,48
26,4,40,Db,True,47
27,1,39,F-,True,43
27,2,38,F-,True,43
27,3,48,F-,True,42
27,4,44,F-,True,40
28,1,44,Gb7,True,44
28,2,41,Gb7,True,44
28,3,39,Gb7,True,42
28,4,38,Gb7,True,42
29,1,41,C-7,True,43
29,2,49,C-7,True,50
29,3,38,C-7,True,43
29,4,43,C-7,True,43
30,1,39,Eb,True,43
30,2,42,Eb,True,47
30,3,44,Eb,True,43
30,4,43,Eb,True,42
31,1,38,C-7,True,43
31,2,48,C-7,True,50
31,3,42,C-7,True,42
31,4,38,C-7,True,43
32,1,40,Eb,True,48
32,2,44,Eb,True,42
32,3,47,Eb,True,43
32,4,42,Eb,True,42
33,1,49,C-7,True,43
33,2,46,C-7,True,50
33,3,44,C-7,True,44
33,4,45,C-7,True,43
34,1,42,Eb,True,43
34,2,47,Eb,True,43
34,3,48,Eb,True,43
34,4,39,Eb,True,50
35,1,38,C-7,True,43
35,2,43,C-7,True,50
35,3,42,C-7,True,43
35,4,50,C-7,True,43
36,1,42,Eb,True,42
36,2,50,Eb,True,50
36,3,47,Eb,True,43
36,4,46,Eb,True,42
37,1,40,C-7,True,43
37,2,38,C-7,True,50
37,3,42,C-7,True,42
37,4,40,C-7,True,43
38,1,41,Eb,True,42
38,2,40,Eb,True,50
38,3,42,Eb,True,50
38,4,46,Eb,True,42
39,1,48,C-7,True,43
39,2,43,C-7,True,50
39,3,46,C-7,True,43
39,4,40,C-7,True,50
40,1,49,Eb,True,42
40,2,38,Eb,True,48
40,3,38,Eb,True,43
40,4,50,Eb,True,50
41,1,44,F-,True,48
41,2,45,F-,True,43
41,3,45,F-,True,48
41,4,49,F-,True,43
42,1,42,Db,True,42
42,2,38,Db,True,42
42,3,50,Db,True,38
42,4,45,Db,True,41
43,1,41,F-,True,48
43,2,46,F-,True,43
43,3,45,F-,True,48
43,4,44,F-,True,43
44,1,40,Gb7,True,43
44,2,38,Gb7,True,44
44,3,44,Gb7,True,42
44,4,46,Gb7,True,42
45,1,40,C-7,True,43
45,2,44,C-7,True,50
45,3,47,C-7,True,38
45,4,47,C-7,True,43
46,1,43,Eb,True,42
46,2,38,Eb,True,42
46,3,49,Eb,True,43
46,4,47,Eb,True,43
47,1,48,C-7,True,43
47,2,49,C-7,True,50
47,3,50,C-7,True,42
47,4,42,C-7,True,43
48,1,47,Eb,True,47
48,2,50,Eb,True,50
48,3,38,Eb,True,42
48,4,46,Eb,True,41
49,1,46,C-7,True,43
49,2,44,C-7,True,50
49,3,45,C-7,True,43
