bar,beat,note,chord,replaced,original_value
1,1,47,C-7,True,43
1,2,49,C-7,True,50
1,3,48,C-7,True,43
1,4,49,C-7,True,45
2,1,48,Eb,True,42
2,2,48,Eb,True,48
2,3,43,Eb,True,43
2,4,48,Eb,True,50
3,1,43,C-7,True,43
3,2,49,C-7,True,50
3,3,44,C-7,True,43
3,4,45,C-7,True,50
4,1,46,Eb,True,42
4,2,50,Eb,True,48
4,3,41,Eb,True,43
4,4,47,Eb,True,42
5,1,43,C-7,True,43
5,2,49,C-7,True,50
5,3,44,C-7,True,43
5,4,47,C-7,True,50
6,1,47,Eb,True,47
6,2,45,Eb,True,42
6,3,49,Eb,True,43
6,4,42,Eb,True,42
7,1,48,C-7,True,43
7,2,43,C-7,True,50
7,3,44,C-7,True,50
7,4,41,C-7,True,50
8,1,50,Eb,True,42
8,2,46,Eb,True,43
8,3,49,Eb,True,50
8,4,47,Eb,True,43
9,1,44,F-,True,48
9,2,42,F-,True,43
9,3,49,F-,True,48
9,4,43,F-,True,48
10,1,45,Db,True,42
10,2,42,Db,True,42
10,3,43,Db,True,42
10,4,47,Db,True,50
11,1,43,F-,True,47
11,2,45,F-,True,43
11,3,47,F-,True,43
11,4,49,F-,True,43
12,1,49,Gb7,True,43
12,2,45,Gb7,True,44
12,3,49,Gb7,True,42
12,4,50,Gb7,True,42
13,1,48,C-7,True,43
13,2,41,C-7,True,50
13,3,41,C-7,True,43
13,4,44,C-7,True,50
14,1,44,Eb,True,50
14,2,43,Eb,True,47
14,3,49,Eb,True,43
14,4,41,Eb,True,42
15,1,43,C-7,True,43
15,2,42,C-7,True,50
15,3,48,C-7,True,42
15,4,43,C-7,True,50
16,1,47,Eb,True,47
16,2,46,Eb,True,48
16,3,50,Eb,True,42
16,4,48,Eb,True,42
17,1,48,C-7,True,43
17,2,44,C-7,True,50
17,3,45,C-7,True,43
17,4,50,C-7,True,50
18,1,49,Eb,True,42
18,2,45,Eb,True,42
18,3,42,Eb,True,43
18,4,47,Eb,True,42
19,1,44,C-7,True,43
19,2,47,C-7,True,50
19,3,41,C-7,True,42
19,4,50,C-7,True,43
20,1,43,Eb,True,48
20,2,43,Eb,True,42
20,3,49,Eb,True,43
20,4,46,Eb,True,42
21,1,50,C-7,True,43
21,2,50,C-7,True,50
21,3,49,C-7,True,44
21,4,50,C-7,True,48
22,1,46,Eb,True,42
22,2,44,Eb,True,43
22,3,49,Eb,True,50
22,4,43,Eb,True,47
23,1,49,C-7,True,50
23,2,43,C-7,True,43
23,3,44,C-7,True,50
23,4,42,C-7,True,50
24,1,49,Eb,True,42
24,2,43,Eb,True,43
24,3,43,Eb,True,43
24,4,41,Eb,True,50
25,1,42,F-,True,48
25,2,46,F-,True,44
25,3,42,F-,True,48
25,4,41,F-,True,43
26,1,43,Db,True,43
26,2,45,Db,True,42
26,3,49,Db,True,49
26,4,42,Db,True,47
27,1,45,F-,True,43
27,2,43,F-,True,43
27,3,42,F-,True,43
27,4,42,F-,True,48
28,1,47,Gb7,True,44
28,2,43,Gb7,True,44
28,3,45,Gb7,True,42
28,4,42,Gb7,True,42
29,1,42,C-7,True,43
29,2,45,C-7,True,50
29,3,48,C-7,True,43
29,4,45,C-7,True,50
30,1,42,Eb,True,42
30,2,48,Eb,True,42
30,3,41,Eb,True,42
30,4,42,Eb,True,41
31,1,49,C-7,True,43
31,2,49,C-7,True,50
31,3,42,C-7,True,43
31,4,50,C-7,True,50
32,1,46,Eb,True,42
32,2,49,Eb,True,44
32,3,41,Eb,True,43
32,4,45,Eb,True,42
33,1,47,C-7,True,43
33,2,46,C-7,True,43
33,3,46,C-7,True,42
33,4,47,C-7,True,50
34,1,47,Eb,True,42
34,2,46,Eb,True,48
